"MODA","TEMP","DEWP","WDSP","PRCP","RH","AH","LATITUDE","LONGITUDE","Latitude","Longitude","DaySeq"
"01-01",-13,-15.75,1.4,0.51,79.9,1.50043835335283,43.783,87.617,43.8244074,87.6139038,1
"01-02",-14.75,-17.35,1.6,0.255,80.55,1.33326518783272,43.783,87.617,43.8244074,87.6139038,2
"01-03",-14.75,-17.75,1.55,4.83,77.9,1.28967194194448,43.783,87.617,43.8244074,87.6139038,3
"01-04",-16.4,-19.2,1.8,NA,79.05,1.13972889765363,43.783,87.617,43.8244074,87.6139038,4
"01-05",-13.95,-17.3,1.25,NA,75.85,1.3521620726976,43.783,87.617,43.8244074,87.6139038,5
"01-06",-14.5,-18.05,1.75,NA,74.35,1.30445531957255,43.783,87.617,43.8244074,87.6139038,6
"01-07",-16.85,-19.9,1.75,NA,77.25,1.08348449004583,43.783,87.617,43.8244074,87.6139038,7
"01-08",-15.1,-18.8,1.4,NA,73.8,1.17251445015229,43.783,87.617,43.8244074,87.6139038,8
"01-09",-12.15,-16.8,1.55,NA,68.4,1.37499369443741,43.783,87.617,43.8244074,87.6139038,9
"01-10",-11.7,-16.15,1.2,NA,69.6,1.44898876753261,43.783,87.617,43.8244074,87.6139038,10
"01-11",-10.85,-16,1.6,NA,65.85,1.46008541068307,43.783,87.617,43.8244074,87.6139038,11
"01-12",-8.95,-12.9,1.25,0.51,73.2,1.86962485519827,43.783,87.617,43.8244074,87.6139038,12
"01-13",-10.4,-13.7,1.45,0,77.05,1.76173654885067,43.783,87.617,43.8244074,87.6139038,13
"01-14",-12.75,-16,1.8,0.76,76.9,1.46931538611114,43.783,87.617,43.8244074,87.6139038,14
"01-15",-13.25,-16.1,1.4,1.52,79.15,1.45895375803025,43.783,87.617,43.8244074,87.6139038,15
"01-16",-11.3,-14.55,1.05,0.25,76.9,1.65143966745585,43.783,87.617,43.8244074,87.6139038,16
"01-17",-10.3,-12.7,0.95,0.255,82.5,2.03152295104605,43.783,87.617,43.8244074,87.6139038,17
"01-18",-12.05,-14.45,0.95,NA,82.35,1.7253150174352,43.783,87.617,43.8244074,87.6139038,18
"01-19",-12.8,-14.8,1,NA,84.95,1.67701582362841,43.783,87.617,43.8244074,87.6139038,19
"01-20",-10.1,-13.6,2.5,NA,75.6,1.77874139987312,43.783,87.617,43.8244074,87.6139038,20
"01-21",-12.05,-15.2,1.45,NA,77.65,1.58853203538205,43.783,87.617,43.8244074,87.6139038,21
"01-22",-11.65,-15.6,1.2,NA,73.5,1.57859583858338,43.783,87.617,43.8244074,87.6139038,22
"01-23",-12.45,-15.6,1.55,0,77.5,1.58661553805446,43.783,87.617,43.8244074,87.6139038,23
"01-24",-13.2,-16.35,1.65,0.25,77.25,1.57130799906099,43.783,87.617,43.8244074,87.6139038,24
"01-25",-15.4,-18.3,2,0.51,78.4,1.42141851331463,43.783,87.617,43.8244074,87.6139038,25
"01-26",-17.5,-20.25,1.9,NA,79,1.1766230734833,43.783,87.617,43.8244074,87.6139038,26
"01-27",-17.65,-21,1.8,NA,75.05,1.18826256834324,43.783,87.617,43.8244074,87.6139038,27
"01-28",-18.45,-21.2,1.55,1.78,78.85,1.09211548360634,43.783,87.617,43.8244074,87.6139038,28
"01-29",-18.95,-22.35,1.55,NA,74.5,0.892030487304936,43.783,87.617,43.8244074,87.6139038,29
"01-30",-20.65,-24.25,1.9,NA,72.8,0.745038709182768,43.783,87.617,43.8244074,87.6139038,30
"01-31",-17.7,-22.25,1.25,NA,67.65,0.878319650008054,43.783,87.617,43.8244074,87.6139038,31
"02-01",-14.3,-17.95,1.15,1.78,73.8,1.29074261245206,43.783,87.617,43.8244074,87.6139038,32
"02-02",-13.9,-17.6,1.3,0.51,73.7,1.33664445148984,43.783,87.617,43.8244074,87.6139038,33
"02-03",-14.6,-18.35,1.7,NA,73.3,1.22041911334758,43.783,87.617,43.8244074,87.6139038,34
"02-04",-11.55,-16.9,1.75,NA,64.8,1.36396917932713,43.783,87.617,43.8244074,87.6139038,35
"02-05",-11.4,-15.85,1.5,NA,69.65,1.48555456896324,43.783,87.617,43.8244074,87.6139038,36
"02-06",-12.45,-15.5,1.35,4.57,78.05,1.53082173314286,43.783,87.617,43.8244074,87.6139038,37
"02-07",-12.5,-17.1,1.3,0.51,69.2,1.33767462084249,43.783,87.617,43.8244074,87.6139038,38
"02-08",-12.25,-16.5,1.65,0.51,71.1,1.4419581414748,43.783,87.617,43.8244074,87.6139038,39
"02-09",-13.6,-16.75,1.2,0,77.2,1.41460659079793,43.783,87.617,43.8244074,87.6139038,40
"02-10",-15.05,-17.85,1.45,0,79.35,1.27462866604937,43.783,87.617,43.8244074,87.6139038,41
"02-11",-10.5,-14.2,1.5,0,74.25,1.69023022097238,43.783,87.617,43.8244074,87.6139038,42
"02-12",-10.3,-14.5,1.8,1.02,71.6,1.6467677328279,43.783,87.617,43.8244074,87.6139038,43
"02-13",-8.1,-13,1.75,0,67.8,1.8444063059116,43.783,87.617,43.8244074,87.6139038,44
"02-14",-10.8,-14.1,1.55,NA,76.9,1.71765962578045,43.783,87.617,43.8244074,87.6139038,45
"02-15",-9.5,-13.5,1.3,0.89,72.85,1.80454394785202,43.783,87.617,43.8244074,87.6139038,46
"02-16",-8.15,-13.05,1.6,1.27,68.1,1.8513416248675,43.783,87.617,43.8244074,87.6139038,47
"02-17",-10.95,-13.8,1.4,NA,79.6,1.77916813130786,43.783,87.617,43.8244074,87.6139038,48
"02-18",-9.1,-12.9,1.7,0,74.3,1.89062129672784,43.783,87.617,43.8244074,87.6139038,49
"02-19",-9.35,-13.4,1.8,0.76,72.95,1.79544785914107,43.783,87.617,43.8244074,87.6139038,50
"02-20",-9.35,-13.5,1.6,NA,71.85,1.78148548724784,43.783,87.617,43.8244074,87.6139038,51
"02-21",-8.45,-12.7,1.6,0.255,71.75,1.90041748873442,43.783,87.617,43.8244074,87.6139038,52
"02-22",-4.35,-7.7,1.5,1.27,78.05,2.76839030690275,43.783,87.617,43.8244074,87.6139038,53
"02-23",-3.75,-7.6,1.6,0.76,75.55,2.78506163100929,43.783,87.617,43.8244074,87.6139038,54
"02-24",-6.35,-7.95,2.1,NA,88.4,2.74842521262071,43.783,87.617,43.8244074,87.6139038,55
"02-25",-6.05,-8.1,1.5,NA,85.55,2.71969290582365,43.783,87.617,43.8244074,87.6139038,56
"02-26",-5.9,-8,1.7,NA,85.4,2.77581132071999,43.783,87.617,43.8244074,87.6139038,57
"02-27",-7.5,-8.65,1.2,0.25,91.5,2.66659493633236,43.783,87.617,43.8244074,87.6139038,58
"02-28",-2.9,-6.65,1.65,NA,75.45,3.11676632269732,43.783,87.617,43.8244074,87.6139038,59
"03-01",-1.6,-5.7,1.55,139.95,73.75,3.30904322760091,43.783,87.617,43.8244074,87.6139038,60
"03-02",-2.55,-4.7,1.7,1.145,85.4,3.58924152813014,43.783,87.617,43.8244074,87.6139038,61
"03-03",-2.35,-8.15,2,1.27,64.65,2.65503365546501,43.783,87.617,43.8244074,87.6139038,62
"03-04",-1.85,-7.35,1.65,NA,66.2,2.81823552286174,43.783,87.617,43.8244074,87.6139038,63
"03-05",0.8,-4.85,1.45,140.08,66,3.38161958287353,43.783,87.617,43.8244074,87.6139038,64
"03-06",2,-3.7,1.9,89.92,65.95,3.66851462831306,43.783,87.617,43.8244074,87.6139038,65
"03-07",0.45,-2.95,1.4,34.925,78.5,3.90211279684204,43.783,87.617,43.8244074,87.6139038,66
"03-08",0.7,-3.35,1.55,9.91,75.2,3.79064231650284,43.783,87.617,43.8244074,87.6139038,67
"03-09",-0.0499999999999998,-2.5,1.35,9.91,84.55,4.0673961593482,43.783,87.617,43.8244074,87.6139038,68
"03-10",3.5,-4.7,1.95,9.91,64.25,3.38577610804695,43.783,87.617,43.8244074,87.6139038,69
"03-11",4.25,-4.45,2,9.91,63.5,3.43876978048899,43.783,87.617,43.8244074,87.6139038,70
"03-12",4.05,-1.2,1.85,0,71,4.45263037866808,43.783,87.617,43.8244074,87.6139038,71
"03-13",0.3,-0.6,1.8,6.48,93.8,4.77816970418379,43.783,87.617,43.8244074,87.6139038,72
"03-14",-0.0999999999999996,-2.3,1.1,0,86.25,4.15587349587598,43.783,87.617,43.8244074,87.6139038,73
"03-15",0.55,-2.55,1.2,NA,81.5,4.04827372111314,43.783,87.617,43.8244074,87.6139038,74
"03-16",3.1,-1.75,1.35,9.91,70.55,4.27592102170651,43.783,87.617,43.8244074,87.6139038,75
"03-17",3.25,-1.45,2.05,6.735,71.5,4.36188132322041,43.783,87.617,43.8244074,87.6139038,76
"03-18",-1.05,-2.9,1.35,6.73,87.25,3.94365150995529,43.783,87.617,43.8244074,87.6139038,77
"03-19",1.5,-5.3,2.05,39.88,60.65,3.30207330725332,43.783,87.617,43.8244074,87.6139038,78
"03-20",4.2,-3.65,1.95,4.955,56.6,3.81853840161461,43.783,87.617,43.8244074,87.6139038,79
"03-21",5.3,-2.1,2.1,4.955,58.85,4.26191765695827,43.783,87.617,43.8244074,87.6139038,80
"03-22",7.45,-0.9,2.2,9.91,55.75,4.52087507297541,43.783,87.617,43.8244074,87.6139038,81
"03-23",10.3,-1.55,1.9,0,44.85,4.20922994280975,43.783,87.617,43.8244074,87.6139038,82
"03-24",10.4,0.35,1.65,NA,49.75,4.88127145611722,43.783,87.617,43.8244074,87.6139038,83
"03-25",10.05,0.15,2.1,NA,51.4,4.72946792786989,43.783,87.617,43.8244074,87.6139038,84
"03-26",12.55,-0.2,2.9,NA,43.5,4.57772966340853,43.783,87.617,43.8244074,87.6139038,85
"03-27",9.35,-0.25,1.85,NA,52,4.662650964469,43.783,87.617,43.8244074,87.6139038,86
"03-28",9.45,-2.15,1.75,NA,45.9,4.11775442297159,43.783,87.617,43.8244074,87.6139038,87
"03-29",10.95,-2.6,2.15,9.91,40.35,4.00593982147153,43.783,87.617,43.8244074,87.6139038,88
"03-30",14.1,-3.95,3.4,9.91,28.7,3.51443253864139,43.783,87.617,43.8244074,87.6139038,89
"03-31",15.55,-2.25,4.5,0,31.65,3.94051632166103,43.783,87.617,43.8244074,87.6139038,90
"04-01",8.7,0.3,2.25,1.52,59.15,4.81095039208179,43.783,87.617,43.8244074,87.6139038,91
"04-02",7.95,-3.8,1.8,NA,45.05,3.58095957309226,43.783,87.617,43.8244074,87.6139038,92
"04-03",8.65,-2.2,2.6,1.52,48.35,4.01519298833763,43.783,87.617,43.8244074,87.6139038,93
"04-04",10.25,-5.7,2.3,NA,33.5,3.1485859766794,43.783,87.617,43.8244074,87.6139038,94
"04-05",11.1,-6.1,2.95,9.91,30.5,3.42163622694349,43.783,87.617,43.8244074,87.6139038,95
"04-06",11.9,-7.2,3.55,4.7,32.85,3.58130268214467,43.783,87.617,43.8244074,87.6139038,96
"04-07",10.15,-6.75,2.2,4.32,38.6,3.19469607559889,43.783,87.617,43.8244074,87.6139038,97
"04-08",7.35,-2.25,2.3,4.065,52,4.12469457357865,43.783,87.617,43.8244074,87.6139038,98
"04-09",10.1,-5.2,3.1,0,37.2,3.39919538344877,43.783,87.617,43.8244074,87.6139038,99
"04-10",12.55,-5.25,2.65,NA,29.65,3.23290029253941,43.783,87.617,43.8244074,87.6139038,100
"04-11",7.3,1.45,1.7,12.19,68.7,5.25773691003825,43.783,87.617,43.8244074,87.6139038,101
"04-12",9.45,-2.05,2.35,25.02,45.25,4.05232328544553,43.783,87.617,43.8244074,87.6139038,102
"04-13",14.1,-5.2,4.4,0,26.3,3.25603280375394,43.783,87.617,43.8244074,87.6139038,103
"04-14",15.9,-5.3,3.5,NA,24.5,3.26645414992465,43.783,87.617,43.8244074,87.6139038,104
"04-15",19.9,-4,3.8,NA,19.65,3.37287448396033,43.783,87.617,43.8244074,87.6139038,105
"04-16",17.65,1.65,3.1,9.91,34.2,5.14740217382274,43.783,87.617,43.8244074,87.6139038,106
"04-17",13.5,4.1,2.2,0,53.6,6.19510996192063,43.783,87.617,43.8244074,87.6139038,107
"04-18",14.5,1.15,2.5,9.14,41.9,5.08829086764236,43.783,87.617,43.8244074,87.6139038,108
"04-19",9.65,2,1.55,7.11,62.5,5.43704645782366,43.783,87.617,43.8244074,87.6139038,109
"04-20",13,-0.4,2.15,NA,40.8,4.5022076060798,43.783,87.617,43.8244074,87.6139038,110
"04-21",12.9,2.05,2.15,NA,48.1,5.50057829508453,43.783,87.617,43.8244074,87.6139038,111
"04-22",12.9,3.05,2.45,6.86,54.4,5.95374490787656,43.783,87.617,43.8244074,87.6139038,112
"04-23",15.05,2.95,2.35,0,50.8,5.89504067664076,43.783,87.617,43.8244074,87.6139038,113
"04-24",17.9,1.6,2.5,NA,35.55,5.14681279225893,43.783,87.617,43.8244074,87.6139038,114
"04-25",16.4,4.4,2.1,5.84,49.95,6.32414258874321,43.783,87.617,43.8244074,87.6139038,115
"04-26",12.05,5.5,2.2,NA,64.9,6.88557584933343,43.783,87.617,43.8244074,87.6139038,116
"04-27",11.75,4.95,2.15,1.02,63.35,6.6556979346591,43.783,87.617,43.8244074,87.6139038,117
"04-28",14.45,0,2,NA,37.2,4.60903541261032,43.783,87.617,43.8244074,87.6139038,118
"04-29",15.1,2.1,2.35,NA,41.9,5.37120684531146,43.783,87.617,43.8244074,87.6139038,119
"04-30",18.55,-0.25,2.85,NA,28.15,4.46649648702871,43.783,87.617,43.8244074,87.6139038,120
"05-01",17.35,3.05,1.95,3.56,46.3,5.98730142997304,43.783,87.617,43.8244074,87.6139038,121
"05-02",13.35,5.95,2.25,0.125,61.6,7.04876142657816,43.783,87.617,43.8244074,87.6139038,122
"05-03",13.05,3.4,2.75,11.68,52.05,5.99318223647501,43.783,87.617,43.8244074,87.6139038,123
"05-04",10.25,2.45,2,9.65,62.8,5.71194186721912,43.783,87.617,43.8244074,87.6139038,124
"05-05",13.35,1.4,1.95,1.27,49.15,5.26539837103585,43.783,87.617,43.8244074,87.6139038,125
"05-06",14,2.9,2.45,2.54,47.55,5.68479385579998,43.783,87.617,43.8244074,87.6139038,126
"05-07",8.4,1.6,1.85,8.89,64.5,5.30178950870212,43.783,87.617,43.8244074,87.6139038,127
"05-08",13.25,0.5,1.8,9.4,41.7,4.84344100856932,43.783,87.617,43.8244074,87.6139038,128
"05-09",17.35,0.2,2.2,0,31.4,4.64937765556496,43.783,87.617,43.8244074,87.6139038,129
"05-10",19.6,0.1,3.05,NA,27.1,4.56759516015553,43.783,87.617,43.8244074,87.6139038,130
"05-11",18.5,-4.15,2.25,NA,21.2,3.44997384414451,43.783,87.617,43.8244074,87.6139038,131
"05-12",21.3,-1.8,2.9,NA,21.25,4.14354599886041,43.783,87.617,43.8244074,87.6139038,132
"05-13",16.2,5.6,2.2,1.78,51.1,7.1179036622961,43.783,87.617,43.8244074,87.6139038,133
"05-14",11.3,6.85,2,11.81,75.45,7.73534385313403,43.783,87.617,43.8244074,87.6139038,134
"05-15",13.75,3.45,2.5,16.76,50.9,5.94382185352926,43.783,87.617,43.8244074,87.6139038,135
"05-16",10.15,1.8,1.8,0,57.35,5.34201951615888,43.783,87.617,43.8244074,87.6139038,136
"05-17",12.3,0.9,2.4,NA,46.7,4.99889962855638,43.783,87.617,43.8244074,87.6139038,137
"05-18",15.45,-0.85,2.15,NA,34.1,4.70610519709967,43.783,87.617,43.8244074,87.6139038,138
"05-19",16.6,-1.65,2.7,NA,29.9,4.21476586163785,43.783,87.617,43.8244074,87.6139038,139
"05-20",14.25,-2.05,2.35,1.02,35.25,3.99168236671527,43.783,87.617,43.8244074,87.6139038,140
"05-21",19.9,-4.6,2.45,0,19,3.23746278806347,43.783,87.617,43.8244074,87.6139038,141
"05-22",20.05,1.6,2.5,1.02,31.05,5.52012253135875,43.783,87.617,43.8244074,87.6139038,142
"05-23",14.6,3.6,2.45,7.62,56.15,6.13169478851297,43.783,87.617,43.8244074,87.6139038,143
"05-24",10.05,1.5,2.55,15.875,56.55,5.21471251985869,43.783,87.617,43.8244074,87.6139038,144
"05-25",15.25,-2.25,2.05,5.46,30.05,3.90185703762006,43.783,87.617,43.8244074,87.6139038,145
"05-26",18.85,1.25,2.6,0,30.95,4.97517446945745,43.783,87.617,43.8244074,87.6139038,146
"05-27",20.95,2.35,2.85,0.25,34.95,5.63274365408607,43.783,87.617,43.8244074,87.6139038,147
"05-28",18.05,2.25,2.95,4.32,42,5.5608739639175,43.783,87.617,43.8244074,87.6139038,148
"05-29",14.8,1.15,2.2,2.79,39.55,5.02131213585801,43.783,87.617,43.8244074,87.6139038,149
"05-30",19.45,0.65,2.1,0,28.85,4.77883604386043,43.783,87.617,43.8244074,87.6139038,150
"05-31",17.25,1.5,2.7,NA,37.75,5.0901792714001,43.783,87.617,43.8244074,87.6139038,151
"06-01",19.95,-0.4,2.15,0,25.55,4.54482042700742,43.783,87.617,43.8244074,87.6139038,152
"06-02",22.3,1.2,2.3,0,25.4,5.06737063326669,43.783,87.617,43.8244074,87.6139038,153
"06-03",22.3,5.15,2.2,0.25,33.7,6.53926477707482,43.783,87.617,43.8244074,87.6139038,154
"06-04",20.3,7.65,2.3,0,46.1,7.78692166370882,43.783,87.617,43.8244074,87.6139038,155
"06-05",21.3,6.95,2.3,0,39.45,7.38215950139307,43.783,87.617,43.8244074,87.6139038,156
"06-06",23.6,4.2,2.65,NA,28.8,6.22114194456292,43.783,87.617,43.8244074,87.6139038,157
"06-07",21.7,5.75,2,NA,40,7.11656321405481,43.783,87.617,43.8244074,87.6139038,158
